36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:13:16.0 (351454)|USER_INFO|[EXTERNAL]|0057F000000Tiz6|ksb994@salesforce.com|Pacific Standard Time|GMT-08:00
00:13:16.0 (398651)|EXECUTION_STARTED
00:13:16.0 (404083)|CODE_UNIT_STARTED|[EXTERNAL]|0667F000004uRC1|VF: /apex/PM_Project_Edit
00:13:16.0 (49042305)|SYSTEM_MODE_ENTER|true
00:13:16.0 (49377433)|HEAP_ALLOCATE|[72]|Bytes:3
00:13:16.0 (49411196)|HEAP_ALLOCATE|[77]|Bytes:152
00:13:16.0 (49425827)|HEAP_ALLOCATE|[342]|Bytes:408
00:13:16.0 (49442344)|HEAP_ALLOCATE|[355]|Bytes:408
00:13:16.0 (49456641)|HEAP_ALLOCATE|[467]|Bytes:48
00:13:16.0 (49482886)|HEAP_ALLOCATE|[139]|Bytes:6
00:13:16.0 (49517290)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:144
00:13:16.0 (49523612)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
00:13:16.0 (49526881)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
00:13:16.0 (49548246)|METHOD_ENTRY|[1]|01p7F00000Ehro9|PM_Project_Edit_Controller.PM_Project_Edit_Controller()
00:13:16.0 (49554507)|STATEMENT_EXECUTE|[1]
00:13:16.0 (49559088)|STATEMENT_EXECUTE|[1]
00:13:16.0 (49586701)|HEAP_ALLOCATE|[50]|Bytes:5
00:13:16.0 (49605504)|HEAP_ALLOCATE|[56]|Bytes:5
00:13:16.0 (49613002)|HEAP_ALLOCATE|[64]|Bytes:7
00:13:16.0 (49636123)|SYSTEM_MODE_ENTER|false
00:13:16.0 (49645967)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:13:16.0 (49653051)|SYSTEM_MODE_EXIT|false
00:13:16.0 (49660279)|METHOD_EXIT|[1]|PM_Project_Edit_Controller
00:13:16.0 (49702605)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
00:13:16.0 (49843618)|VARIABLE_SCOPE_BEGIN|[10]|this|PM_Project_Edit_Controller|true|false
00:13:16.0 (49907309)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x786472cb
00:13:16.0 (49915926)|VARIABLE_SCOPE_BEGIN|[10]|stdController|ApexPages.StandardController|true|false
00:13:16.0 (50134141)|VARIABLE_ASSIGNMENT|[10]|stdController|"StandardController [null]"|0x7e94e099
00:13:16.0 (50159334)|SYSTEM_MODE_ENTER|false
00:13:16.0 (50167551)|HEAP_ALLOCATE|[7]|Bytes:5
00:13:16.0 (50173202)|STATEMENT_EXECUTE|[1]
00:13:16.0 (50178113)|HEAP_ALLOCATE|[7]|Bytes:5
00:13:16.0 (50181050)|STATEMENT_EXECUTE|[3]
00:13:16.0 (50182334)|STATEMENT_EXECUTE|[4]
00:13:16.0 (50183314)|STATEMENT_EXECUTE|[6]
00:13:16.0 (50184248)|STATEMENT_EXECUTE|[7]
00:13:16.0 (50198156)|HEAP_ALLOCATE|[7]|Bytes:4
00:13:16.0 (50283082)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:13:16.0 (50298822)|VARIABLE_ASSIGNMENT|[7]|this.usersList|[]|0x786472cb
00:13:16.0 (50304368)|STATEMENT_EXECUTE|[8]
00:13:16.0 (50307923)|HEAP_ALLOCATE|[8]|Bytes:1
00:13:16.0 (50317310)|VARIABLE_ASSIGNMENT|[8]|this.nonSelectedUserId|"("|0x786472cb
00:13:16.0 (50328677)|HEAP_ALLOCATE|[8]|Bytes:6
00:13:16.0 (50370177)|STATEMENT_EXECUTE|[10]
00:13:16.0 (50372117)|STATEMENT_EXECUTE|[11]
00:13:16.0 (50493049)|HEAP_ALLOCATE|[11]|Bytes:4
00:13:16.0 (50546276)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"nonSelectedUserId":"(","usersList":"0x6e013c2c"}|0x786472cb
00:13:16.0 (50560138)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x796da597
00:13:16.0 (50569574)|VARIABLE_ASSIGNMENT|[3]|this.mysObject|{}|0x786472cb
00:13:16.0 (50578339)|STATEMENT_EXECUTE|[12]
00:13:16.0 (50612364)|HEAP_ALLOCATE|[12]|Bytes:43
00:13:16.0 (50643170)|HEAP_ALLOCATE|[12]|Bytes:18
00:13:16.0 (50662786)|HEAP_ALLOCATE|[12]|Bytes:3
00:13:16.0 (50689987)|HEAP_ALLOCATE|[12]|Bytes:4
00:13:16.0 (50695863)|VARIABLE_SCOPE_BEGIN|[12]|pid|Id|false|false
00:13:16.0 (50775627)|VARIABLE_ASSIGNMENT|[12]|pid|"a057F000002dVv5QAE"
00:13:16.0 (50783152)|STATEMENT_EXECUTE|[16]
00:13:16.0 (50786285)|HEAP_ALLOCATE|[16]|Bytes:7
00:13:16.0 (50790812)|HEAP_ALLOCATE|[16]|Bytes:10
00:13:16.0 (50806363)|METHOD_ENTRY|[16]|01p7F00000Ehro9|PM_Project_Edit_Controller.getAllFields(String)
00:13:16.0 (50908539)|VARIABLE_SCOPE_BEGIN|[48]|sobjectname|String|false|false
00:13:16.0 (50919790)|VARIABLE_ASSIGNMENT|[48]|sobjectname|"Project__c"
00:13:16.0 (50940096)|HEAP_ALLOCATE|[49]|Bytes:5
00:13:16.0 (50944973)|STATEMENT_EXECUTE|[48]
00:13:16.0 (71470634)|HEAP_ALLOCATE|[49]|Bytes:1468
00:13:16.0 (71549155)|STATEMENT_EXECUTE|[49]
00:13:16.0 (71553675)|STATEMENT_EXECUTE|[52]
00:13:16.0 (76477087)|HEAP_ALLOCATE|[52]|Bytes:1468
00:13:16.0 (76734396)|HEAP_ALLOCATE|[52]|Bytes:4
00:13:16.0 (76791393)|HEAP_ALLOCATE|[52]|Bytes:4
00:13:16.0 (77096012)|HEAP_ALLOCATE|[52]|Bytes:148
00:13:16.0 (77111781)|VARIABLE_SCOPE_BEGIN|[52]|fields|Map<String,Schema.SObjectField>|true|false
00:13:16.0 (77398686)|VARIABLE_ASSIGNMENT|[52]|fields|"{client__c=Client__c, client_project_manager__c=Client_Project_Manager__c, company_project_code__c=Company_project_code__c, cost_centre__c=Cost_Centre__c, createdbyid=CreatedById, createddate=CreatedDate, delivery__c=Delivery__c, end_customer__c=End_Customer__c, footage__c=Footage__c, hours__c=Hours__c, ...}"|0x36d378cd
