36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:29:21.0 (421855)|USER_INFO|[EXTERNAL]|0057F000000Tiz6|ksb994@salesforce.com|Pacific Standard Time|GMT-08:00
02:29:21.0 (463359)|EXECUTION_STARTED
02:29:21.0 (471132)|CODE_UNIT_STARTED|[EXTERNAL]|0667F000004uRC1|VF: /apex/PM_Project_Edit
02:29:21.0 (3331906)|SYSTEM_MODE_ENTER|true
02:29:21.0 (3659158)|HEAP_ALLOCATE|[72]|Bytes:3
02:29:21.0 (3709556)|HEAP_ALLOCATE|[77]|Bytes:152
02:29:21.0 (3727609)|HEAP_ALLOCATE|[342]|Bytes:408
02:29:21.0 (3742481)|HEAP_ALLOCATE|[355]|Bytes:408
02:29:21.0 (3754969)|HEAP_ALLOCATE|[467]|Bytes:48
02:29:21.0 (3780250)|HEAP_ALLOCATE|[139]|Bytes:6
02:29:21.0 (3802096)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:144
02:29:21.0 (3807852)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
02:29:21.0 (3811059)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
02:29:21.0 (3819506)|METHOD_ENTRY|[1]|01p7F00000Ehro9|PM_Project_Edit_Controller.PM_Project_Edit_Controller()
02:29:21.0 (3826119)|STATEMENT_EXECUTE|[1]
02:29:21.0 (3830527)|STATEMENT_EXECUTE|[1]
02:29:21.0 (3859523)|HEAP_ALLOCATE|[50]|Bytes:5
02:29:21.0 (3880454)|HEAP_ALLOCATE|[56]|Bytes:5
02:29:21.0 (3887330)|HEAP_ALLOCATE|[64]|Bytes:7
02:29:21.0 (3908282)|SYSTEM_MODE_ENTER|false
02:29:21.0 (3920120)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
02:29:21.0 (3928186)|SYSTEM_MODE_EXIT|false
02:29:21.0 (3935703)|METHOD_EXIT|[1]|PM_Project_Edit_Controller
